"collection_id"	"leap01_id"	"dataset_id"	"subjectkey"	"src_subject_id"	"interview_age"	"interview_date"	"sex"	"lan_know"	"lan11"	"lan12"	"lan13"	"lan14"	"lan15"	"lan21"	"lan22"	"lan23"	"lan24"	"lan25"	"lan31"	"lan32"	"lan33"	"lan34"	"lan35"	"lan3err"	"lan41"	"lan42"	"lan43"	"lan44"	"lan45"	"lan4err"	"lan511"	"lan512"	"lan513"	"lan514"	"lan521"	"lan522"	"lan523"	"lan524"	"lan531"	"lan532"	"lan533"	"lan534"	"lan541"	"lan542"	"lan543"	"lan544"	"lan_541"	"lan_542"	"lan_543"	"lan_544"	"lan611"	"lan612"	"lan613"	"lan621"	"lan622"	"lan623"	"lan631"	"lan632"	"lan633"	"lan641"	"lan642"	"lan643"	"lan_641"	"lan_642"	"lan_643"	"lan71"	"lan72"	"lan73"	"lan74"	"lan75"	"lan81"	"lan82"	"lan83"	"lan84"	"lan85"	"lan_1"	"lan_2"	"lan_3"	"lan_4"	"lan_5"	"lan_6"	"lan_7"	"lan_8"	"lan_9"	"lan_10"	"lan_11"	"lan_12"	"lan_13"	"lan_14"	"lan_15"	"lan_16"	"educat"	"lan_18"	"demo_edu_other"	"lan_20"	"lan_21"	"lan_22"	"lan_23"	"lan_24"	"lan_25"	"lan_26"	"lan_27"	"lan_28"	"lan_29"	"lan_30"	"lan_31"	"lan_32"	"lan_33"	"lan_34"	"lan_35"	"lan_36"	"lan_37"	"lan_38"	"lan_39"	"lan_40"	"lan_41"	"lan_42"	"lan_43"	"lan_44"	"lan_45"	"lan_46"	"lan_47"	"lan_48"	"lan_49"	"lan_50"	"lan_51"	"lan_52"	"lan_53"	"lan_54"	"lan_55"	"lan_56"	"lan_57"	"lan_58"	"lan_59"	"lan_60"	"lan_61"	"lan_62"	"lan_63"	"lan_64"	"lan_65"	"lan_66"	"lan_67"	"lan_68"	"lan_69"	"lan_70"	"lan_71"	"lan_72"	"lan_73"	"lan_74"	"lan_75"	"lan_76"	"lan_77"	"lan_78"	"lan_79"	"lan_80"	"lan_81"	"lan_82"	"lan_83"	"lan_84"	"lan_85"	"lan_86"	"lan_87"	"lan_88"	"lan_89"	"lan_90"	"lan_91"	"lan_92"	"lan_93"	"lan_94"	"lan_95"	"lan_96"	"lan_97"	"lan_98"	"lan_99"	"lan_100"	"lan_101"	"lan_102"	"lan_103"	"lan_104"	"lan_105"	"lan_106"	"lan_107"	"lan_108"	"lan_109"	"lan_110"	"lan_111"	"lan_112"	"lan_113"	"lan_114"	"lan_115"	"lan_116"	"lan_117"	"lan_118"	"lan_119"	"lan_120"	"lan_121"	"lan_122"	"lan_123"	"lan_124"	"lan_125"	"lan_126"	"lan_127"	"lan_128"	"lan_129"	"lan_130"	"lan_131"	"lan_132"	"lan_133"	"comqother"	"collection_title"
"2847"	"14329"	"37672"	"NDAR_INVWE716KC3"	"HCA9319684"	"524"	"07/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14394"	"37672"	"NDAR_INVWE986AGA"	"HCA6682688"	"995"	"01/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14432"	"37672"	"NDAR_INVEG443LYQ"	"HCA9882308"	"856"	"07/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14439"	"37672"	"NDAR_INVHW213XRD"	"HCA6686191"	"768"	"07/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14449"	"37672"	"NDAR_INVXY062WN3"	"HCA8867610"	"1038"	"10/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14228"	"37672"	"NDAR_INVZE529VHP"	"HCA9956008"	"492"	"10/01/2017"	"F"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"50"	"50"	""	""	""	"100"	"50"	"50"	""	""	""	"100"	"5.0"	"6.0"	"6.0"	"6.0"	"1.0"	"3.0"	"14.0"	"14.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"9"	"10"	"10"	""	""	""	""	""	""	""	""	""	"0"	"4"	""	""	""	"3"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14406"	"37672"	"NDAR_INVWU382HBR"	"HCA6776798"	"1014"	"04/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14543"	"37672"	"NDAR_INVHG115AA8"	"HCA6108151"	"647"	"04/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14567"	"37672"	"NDAR_INVHN517FFT"	"HCA6680987"	"546"	"07/01/2018"	"F"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"80"	"20"	""	""	""	"100"	"60"	"40"	""	""	""	"100"	"4.0"	"9.0"	"6.0"	"9.0"	"1.0"	"3.0"	"7.0"	"7.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"10"	"10"	"10"	""	""	""	""	""	""	""	""	""	"2"	"0"	""	""	""	"8"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14577"	"37672"	"NDAR_INVRP674CB5"	"HCA7512769"	"436"	"07/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14625"	"37672"	"NDAR_INVFA481KHD"	"HCA6018857"	"436"	"04/01/2017"	"F"	"2"	"english"	"spanish"	""	""	""	"spanish"	"english"	""	""	""	"98"	"2"	""	""	""	"100"	"0"	"100"	""	""	""	"100"	"6.0"	"8.0"	"8.0"	"8.0"	"1.0"	"4.0"	"8.0"	"8.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"10"	"10"	"10"	""	""	""	""	""	""	""	""	""	"1"	"0"	""	""	""	"2"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14715"	"37672"	"NDAR_INVEE491WXZ"	"HCA9688312"	"731"	"01/01/2018"	"F"	"3"	"Chinese"	"English"	"Spanish"	""	""	"Chinese"	"English"	"Spanish"	""	""	"45"	"45"	"10"	""	""	"100"	"60"	"30"	"10"	""	""	"100"	"1.0"	"10.0"	"7.0"	"12.0"	"17.0"	"30.0"	"24.0"	"32.0"	"59.0"	"999.0"	"999.0"	"999.0"	""	""	""	""	""	""	""	""	"9"	"9"	"9"	"7"	"8"	"9"	"1"	"1"	"1"	""	""	""	""	""	""	"0"	"7"	"8"	""	""	"0"	"10"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14886"	"37672"	"NDAR_INVAJ388VFL"	"HCA9088388"	"559"	"10/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14889"	"37672"	"NDAR_INVKC824JCQ"	"HCA9304772"	"677"	"10/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14186"	"37672"	"NDAR_INVEU715FU0"	"HCA8927501"	"450"	"04/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14231"	"37672"	"NDAR_INVAD328CLY"	"HCA6576689"	"577"	"10/01/2017"	"M"	"2"	"Spanish"	"English"	""	""	""	"Spanish"	"English"	""	""	""	"50"	"50"	""	""	""	"100"	"10"	"90"	""	""	""	"100"	"1.0"	"10.0"	"8.0"	"10.0"	"19.0"	"22.0"	"20.0"	"22.0"	""	""	""	""	""	""	""	""	""	""	""	""	"8"	"9"	"9"	"8"	"8"	"7"	""	""	""	""	""	""	""	""	""	"0"	"5"	""	""	""	"0"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14264"	"37672"	"NDAR_INVJH911UGD"	"HCA7440164"	"432"	"04/01/2018"	"M"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"90"	"10"	""	""	""	"100"	"90"	"10"	""	""	""	"100"	"2.0"	"4.0"	"4.0"	"5.0"	"1.0"	"4.0"	"13.0"	"14.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"7"	"9"	"8"	""	""	""	""	""	""	""	""	""	"0"	"4"	""	""	""	"0"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14413"	"37672"	"NDAR_INVUJ543YJ8"	"HCA8626082"	"562"	"04/01/2018"	"F"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"75"	"25"	""	""	""	"100"	"50"	"50"	""	""	""	"100"	"999.0"	"5.0"	"5.0"	"5.0"	"999.0"	"999.0"	"5.0"	"5.0"	""	""	""	""	""	""	""	""	""	""	""	""	"9"	"9"	"9"	"8"	"8"	"8"	""	""	""	""	""	""	""	""	""	"0"	"3"	""	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14423"	"37672"	"NDAR_INVGE417NH0"	"HCA9753094"	"656"	"04/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14438"	"37672"	"NDAR_INVJR387CD2"	"HCA6750477"	"453"	"07/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14446"	"37672"	"NDAR_INVAD439WHR"	"HCA9908906"	"814"	"10/01/2018"	"F"	"4"	"English"	"Hindi"	"Konkani"	"Marathi"	""	"Konkani"	"Marathi"	"English"	"Hindi"	""	"90"	"9"	"1"	"0"	""	"100"	"90"	"9"	"1"	"0"	""	"100"	"5.0"	"7.0"	"5.0"	"7.0"	"10.0"	"14.0"	"10.0"	"10.0"	"1.0"	"2.0"	"4.0"	"4.0"	"5.0"	"6.0"	"5.0"	"6.0"	""	""	""	""	"9"	"9"	"9"	"8"	"9"	"9"	"7"	"8"	"7"	"5"	"5"	"7"	""	""	""	"4"	"0"	"0"	"0"	""	"1"	"1"	"0"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14506"	"37672"	"NDAR_INVTN545PGQ"	"HCA7257173"	"803"	"10/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14516"	"37672"	"NDAR_INVRR789THZ"	"HCA9329687"	"702"	"01/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
